,Team,GP_T,MPG_T,FGM_T,FGA_T,FG%_T,3PM_T,3PA_T,3P%_T,FTM_T,FTA_T,FT%_T,TOV_T,PF_T,ORB_T,DRB_T,RPG_T,APG_T,SPG_T,BPG_T,PPG_T,TS%_T,eFG%_T,Total S%_T,ORB%_T,DRB%_T,TRB%_T,AST%_T,TOV%_T,STL%_T,BLK%_T,PPS_T,FIC40_T,ORtg_T,DRtg_T,eDiff_T,Poss_T,Pace_T,Player,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM
10,Sacramento,72,48.1,42.6,88.6,0.48100000000000004,12.1,33.3,0.364,16.4,22.0,0.745,13.4,19.4,9.4,32.0,41.4,25.5,7.5,5.0,113.7,0.578,0.5489999999999999,159.0,21.3,75.0,47.8,59.9,12.0,7.5,8.8,1.3,72.7,113.6,117.3,-3.7,7209.9,100.0,ayo-dosunmu,7.5,15.4,0.488,6.4,12.4,0.511,1.1,2.9,0.39,4.0,5.1,0.7829999999999999,1.1,5.2,6.3,5.3,1.1,0.2,3.3,2.1,20.1,23.9,0.5660000000000001,0.526,0.191,0.333,3.9,15.9,10.4,29.2,1.8,0.6,15.7,29.5,3.3,1.8,5.1,0.207,6.4,3.1,9.5
10,Sacramento,72,48.1,42.6,88.6,0.48100000000000004,12.1,33.3,0.364,16.4,22.0,0.745,13.4,19.4,9.4,32.0,41.4,25.5,7.5,5.0,113.7,0.578,0.5489999999999999,159.0,21.3,75.0,47.8,59.9,12.0,7.5,8.8,1.3,72.7,113.6,117.3,-3.7,7209.9,100.0,jalen-green,6.3,13.6,.461,2.1,5.7,.365,4.2,7.9,.529,1.9,2.3,.829,0.5,3.5,4.1,2.8,1.5,0.3,2.7,1.7,17.9,15.3,.613,.537,.417,.172,1.9,11.6,6.9,13.5,2.3,0.8,15.4,23.4,0.0,0.5,0.4,.04,-1.7,-3.1,-4.9
10,Sacramento,72,48.1,42.6,88.6,0.48100000000000004,12.1,33.3,0.364,16.4,22.0,0.745,13.4,19.4,9.4,32.0,41.4,25.5,7.5,5.0,113.7,0.578,0.5489999999999999,159.0,21.3,75.0,47.8,59.9,12.0,7.5,8.8,1.3,72.7,113.6,117.3,-3.7,7209.9,100.0,johnathan-kuminga,5.5,14.3,.387,1.2,5.0,.24,4.3,9.3,.463,2.3,3.7,.625,1.2,6.0,7.2,2.7,1.0,0.8,2.6,2.1,15.8,11.5,.497,.430,.349,.258,4.0,19.2,11.9,12.2,1.5,2.4,14.1,24.5,-0.7,0.5,-0.3,-0.030,-2.9,-0.9,-3.8
10,Sacramento,72,48.1,42.6,88.6,0.48100000000000004,12.1,33.3,0.364,16.4,22.0,0.745,13.4,19.4,9.4,32.0,41.4,25.5,7.5,5.0,113.7,0.578,0.5489999999999999,159.0,21.3,75.0,47.8,59.9,12.0,7.5,8.8,1.3,72.7,113.6,117.3,-3.7,7209.9,100.0,keon-johnson,4.1,9.1,.449,3.6,7.4,.492,0.5,1.8,.271,2.6,3.7,.703,1.1,2.4,3.5,2.5,1.1,0.4,2.6,2.4,11.3,16.3,.519,.476,.194,.409,4.8,11.0,7.9,20.7,2.5,2.0,19.4,26.8,0.7,1.4,2.1,.124,1.0,3.1,4.1
10,Sacramento,72,48.1,42.6,88.6,0.48100000000000004,12.1,33.3,0.364,16.4,22.0,0.745,13.4,19.4,9.4,32.0,41.4,25.5,7.5,5.0,113.7,0.578,0.5489999999999999,159.0,21.3,75.0,47.8,59.9,12.0,7.5,8.8,1.3,72.7,113.6,117.3,-3.7,7209.9,100.0,moses-moody,5.2,12.1,.427,3.3,7.0,.478,1.8,5.1,.358,4.7,5.8,.812,2.0,3.8,5.8,1.6,1.0,0.7,1.6,2.3,16.8,20.4,.568,.503,.420,.482,6.3,11.8,9.0,8.2,1.6,2.0,9.9,22.3,3.4,1.8,5.2,.193,5.2,2.3,7.4
10,Sacramento,72,48.1,42.6,88.6,0.48100000000000004,12.1,33.3,0.364,16.4,22.0,0.745,13.4,19.4,9.4,32.0,41.4,25.5,7.5,5.0,113.7,0.578,0.5489999999999999,159.0,21.3,75.0,47.8,59.9,12.0,7.5,8.8,1.3,72.7,113.6,117.3,-3.7,7209.9,100.0,isaiah-jackson,3.0,5.5,.540,3.0,5.4,.548,0.0,0.1,.000,2.5,3.6,.700,2.1,4.5,6.6,0.7,0.8,2.6,1.5,3.0,8.4,25.3,.587,.540,.015,.657,11.2,23.3,17.3,7.4,2.1,12.7,17.5,20.5,1.2,1.2,2.4,.187,2.3,6.0,8.3
10,Sacramento,72,48.1,42.6,88.6,0.48100000000000004,12.1,33.3,0.364,16.4,22.0,0.745,13.4,19.4,9.4,32.0,41.4,25.5,7.5,5.0,113.7,0.578,0.5489999999999999,159.0,21.3,75.0,47.8,59.9,12.0,7.5,8.8,1.3,72.7,113.6,117.3,-3.7,7209.9,100.0,greg-brown,3.1,7.4,.420,2.0,3.9,.500,1.2,3.5,.330,2.0,2.8,.708,1.2,5.0,6.2,0.4,0.6,1.0,2.3,3.0,9.3,15.9,.535,.497,.472,.373,6.7,26.0,16.8,3.8,1.6,5.0,20.9,26.9,0.3,1.2,1.5,.113,-0.2,2.7,2.5
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,cade-cunningham,6.5,14.8,0.438,4.2,9.1,0.461,2.3,5.7,0.4,4.9,5.8,0.846,0.7,5.5,6.2,3.5,1.6,0.8,4.0,2.5,20.1,21.6,0.574,0.515,0.388,0.39,2.3,16.3,9.6,20.4,2.5,2.3,18.7,29.1,2.3,1.7,4.0,0.166,5.1,3.2,8.3
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,evan-mobley,6.0,10.3,0.578,5.6,9.1,0.615,0.4,1.2,0.3,4.1,5.8,0.6940000000000001,2.7,5.9,8.7,2.4,0.8,2.9,2.2,1.8,16.4,29.1,0.624,0.595,0.117,0.5660000000000001,9.6,18.9,14.5,14.1,1.4,8.8,14.6,22.8,4.3,2.6,6.9,0.248,7.9,5.8,13.7
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,jalen-suggs,5.2,10.3,0.503,4.0,6.8,0.588,1.2,3.5,0.337,2.9,3.8,0.754,0.6,4.7,5.3,4.5,1.9,0.3,2.9,2.6,14.4,22.6,0.595,0.56,0.338,0.37,2.7,18.0,11.0,23.7,3.5,1.1,19.5,24.8,2.5,2.1,4.6,0.21,4.8,4.6,9.4
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,davion-mitchell,1.3,3.1,0.429,0.9,1.6,0.5660000000000001,0.4,1.5,0.28800000000000003,0.6,0.9,0.677,0.3,0.9,1.1,1.9,0.5,0.0,1.1,2.1,3.7,7.5,0.526,0.5,0.495,0.295,1.7,5.7,3.7,18.4,1.7,0.2,24.1,12.7,0.3,0.6,1.0,0.065,-2.2,1.8,-0.3
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,james-bouknight,6.5,14.6,0.447,5.1,9.6,0.528,1.5,5.0,0.293,4.2,5.4,0.778,1.5,4.1,5.7,1.8,1.1,0.3,2.8,1.9,18.7,23.2,0.546,0.498,0.342,0.37,5.3,15.1,10.1,12.8,2.2,0.9,14.0,31.6,1.3,0.8,2.1,0.179,6.1,2.5,8.6
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,scottie-barnes,4.1,8.1,0.503,3.6,6.5,0.561,0.5,1.7,0.275,1.7,2.8,0.621,1.5,2.5,4.0,4.1,1.5,0.5,2.5,2.2,10.3,21.4,0.5479999999999999,0.531,0.205,0.338,7.4,11.1,9.3,31.6,3.4,2.1,20.7,23.7,1.5,1.0,2.4,0.16399999999999998,4.3,3.6,7.9
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,kai-jones,3.2,5.5,0.58,2.7,4.2,0.642,0.5,1.3,0.382,2.0,2.8,0.6890000000000001,2.0,2.9,4.8,0.6,0.8,0.9,1.4,2.7,8.8,20.6,0.6459999999999999,0.626,0.238,0.517,10.0,13.5,11.8,5.4,2.1,4.2,16.8,18.0,1.6,1.1,2.7,0.183,4.0,3.5,7.5
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,corey-kispert,6.5,12.3,0.529,3.7,5.9,0.628,2.8,6.5,0.44,2.7,3.1,0.878,0.9,4.0,5.0,1.8,0.9,0.4,1.3,1.7,18.6,25.3,0.674,0.644,0.524,0.248,3.8,13.9,9.3,9.0,1.5,1.4,8.7,22.7,4.6,1.8,6.4,0.251,9.1,2.0,11.1
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,franz-wagner,4.4,9.3,0.477,3.2,5.6,0.563,1.3,3.6,0.343,2.4,2.8,0.835,0.7,5.8,6.5,3.0,1.3,1.0,1.3,2.2,12.5,22.0,0.5870000000000001,0.544,0.392,0.304,2.9,19.6,12.1,17.4,2.3,3.2,10.8,19.7,2.7,2.0,4.7,0.21,5.8,6.1,11.9
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,chris-duarte,6.2,11.6,0.532,3.8,6.0,0.631,2.3,5.5,0.424,2.5,3.0,0.81,0.7,3.9,4.6,2.7,1.9,0.8,2.3,1.4,17.1,26.6,0.657,0.633,0.478,0.262,2.7,14.5,8.6,15.9,3.4,2.9,14.8,23.9,3.3,1.4,4.7,0.211,8.0,3.6,11.5
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,jaden-springer,4.2,9.1,0.467,3.4,7.2,0.475,0.8,1.8,0.435,3.2,4.0,0.81,1.0,2.5,3.5,2.9,1.2,0.4,2.4,2.0,12.5,20.9,0.57,0.511,0.203,0.441,4.6,10.9,7.8,24.1,2.7,2.0,17.9,26.0,1.6,1.3,2.9,0.18,3.6,3.3,6.9
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,tre-mann,5.5,12.1,0.459,3.7,7.4,0.494,1.9,4.7,0.402,3.1,3.7,0.831,0.7,5.0,5.6,3.5,1.4,0.1,2.8,2.4,16.0,21.1,0.579,0.536,0.386,0.307,2.6,16.9,10.2,21.9,2.4,0.4,17.0,25.8,2.2,1.2,3.3,0.172,5.0,2.0,7.0
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,jared-butler,5.9,12.5,0.471,3.3,6.4,0.524,2.6,6.2,0.416,2.4,3.0,0.78,0.4,2.9,3.3,4.8,2.0,0.4,2.8,2.4,16.7,25.0,0.599,0.573,0.4920000000000001,0.242,1.7,11.4,6.5,27.9,3.7,1.3,16.9,27.0,3.5,1.9,5.4,0.239,7.6,4.1,11.7
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,jalen-johnson,0.8,1.9,0.409,0.3,0.5,0.541,0.5,1.4,0.358,0.3,0.4,0.8,0.4,0.9,1.3,0.6,0.2,0.2,0.4,0.9,2.3,11.9,0.563,0.5379999999999999,0.72,0.189,4.5,10.6,7.6,11.6,1.4,2.6,14.8,12.5,1.0,1.0,2.0,0.112,1.7,2.5,4.2
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,nahshon-hyland,6.3,14.2,0.447,3.5,6.4,0.539,2.9,7.8,0.371,3.9,4.5,0.862,0.2,4.5,4.7,2.1,1.9,0.2,3.1,2.2,19.5,23.7,0.596,0.5489999999999999,0.547,0.321,0.7,16.3,8.9,16.0,3.5,0.6,15.9,31.8,2.0,1.8,3.8,0.201,5.5,2.7,8.2
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,cameron-thomas,7.0,17.2,0.406,4.7,10.0,0.464,2.3,7.2,0.325,6.7,7.6,0.882,0.6,2.8,3.4,1.4,0.9,0.2,1.7,1.4,23.0,24.0,0.5529999999999999,0.474,0.418,0.44,2.0,8.2,5.2,8.3,1.4,0.7,7.5,31.6,4.0,0.5,4.5,0.183,7.1,-0.8,6.3
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,sharife-cooper,6.0,15.3,0.391,4.9,10.6,0.465,1.1,4.8,0.228,7.1,8.6,0.825,0.7,3.6,4.3,8.1,1.0,0.3,4.2,2.7,20.2,22.9,0.519,0.4270000000000001,0.31,0.56,2.2,11.3,6.9,51.9,1.6,0.7,17.7,33.1,1.4,0.3,1.7,0.174,4.7,-0.4,4.3
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,joshua-primo,2.8,6.5,0.431,1.4,2.7,0.5,1.4,3.8,0.381,1.1,1.5,0.75,1.0,2.3,3.4,0.8,0.6,0.3,1.4,1.7,8.1,13.2,0.565,0.541,0.579,0.226,4.7,10.5,7.6,6.5,1.4,1.3,16.0,17.6,1.0,1.1,2.1,0.125,1.6,2.1,3.7
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,ayo-dosunmu,7.5,15.4,0.488,6.4,12.4,0.511,1.1,2.9,0.39,4.0,5.1,0.7829999999999999,1.1,5.2,6.3,5.3,1.1,0.2,3.3,2.1,20.1,23.9,0.5660000000000001,0.526,0.191,0.333,3.9,15.9,10.4,29.2,1.8,0.6,15.7,29.5,3.3,1.8,5.1,0.207,6.4,3.1,9.5
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,jalen-green,6.3,13.6,.461,2.1,5.7,.365,4.2,7.9,.529,1.9,2.3,.829,0.5,3.5,4.1,2.8,1.5,0.3,2.7,1.7,17.9,15.3,.613,.537,.417,.172,1.9,11.6,6.9,13.5,2.3,0.8,15.4,23.4,0.0,0.5,0.4,.04,-1.7,-3.1,-4.9
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,johnathan-kuminga,5.5,14.3,.387,1.2,5.0,.24,4.3,9.3,.463,2.3,3.7,.625,1.2,6.0,7.2,2.7,1.0,0.8,2.6,2.1,15.8,11.5,.497,.430,.349,.258,4.0,19.2,11.9,12.2,1.5,2.4,14.1,24.5,-0.7,0.5,-0.3,-0.030,-2.9,-0.9,-3.8
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,keon-johnson,4.1,9.1,.449,3.6,7.4,.492,0.5,1.8,.271,2.6,3.7,.703,1.1,2.4,3.5,2.5,1.1,0.4,2.6,2.4,11.3,16.3,.519,.476,.194,.409,4.8,11.0,7.9,20.7,2.5,2.0,19.4,26.8,0.7,1.4,2.1,.124,1.0,3.1,4.1
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,moses-moody,5.2,12.1,.427,3.3,7.0,.478,1.8,5.1,.358,4.7,5.8,.812,2.0,3.8,5.8,1.6,1.0,0.7,1.6,2.3,16.8,20.4,.568,.503,.420,.482,6.3,11.8,9.0,8.2,1.6,2.0,9.9,22.3,3.4,1.8,5.2,.193,5.2,2.3,7.4
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,isaiah-jackson,3.0,5.5,.540,3.0,5.4,.548,0.0,0.1,.000,2.5,3.6,.700,2.1,4.5,6.6,0.7,0.8,2.6,1.5,3.0,8.4,25.3,.587,.540,.015,.657,11.2,23.3,17.3,7.4,2.1,12.7,17.5,20.5,1.2,1.2,2.4,.187,2.3,6.0,8.3
14,Memphis,72,48.3,42.8,91.8,0.467,11.2,31.4,0.35600000000000004,16.4,21.3,0.7709999999999999,13.3,18.7,11.2,35.3,46.5,26.9,9.1,5.1,113.3,0.56,0.528,159.3,24.2,78.3,51.0,62.8,11.6,9.0,9.4,1.2,76.5,112.0,111.0,1.0,7280.3,100.4,greg-brown,3.1,7.4,.420,2.0,3.9,.500,1.2,3.5,.330,2.0,2.8,.708,1.2,5.0,6.2,0.4,0.6,1.0,2.3,3.0,9.3,15.9,.535,.497,.472,.373,6.7,26.0,16.8,3.8,1.6,5.0,20.9,26.9,0.3,1.2,1.5,.113,-0.2,2.7,2.5
22,Charlotte,72,48.2,39.9,87.8,0.455,13.7,37.0,0.369,15.9,20.9,0.7609999999999999,14.8,18.0,10.6,33.2,43.8,26.8,7.8,4.8,109.5,0.564,0.532,158.6,23.5,75.7,49.2,67.2,13.3,8.0,9.8,1.2,72.0,110.9,112.8,-2.0,7107.9,98.3,cade-cunningham,6.5,14.8,0.438,4.2,9.1,0.461,2.3,5.7,0.4,4.9,5.8,0.846,0.7,5.5,6.2,3.5,1.6,0.8,4.0,2.5,20.1,21.6,0.574,0.515,0.388,0.39,2.3,16.3,9.6,20.4,2.5,2.3,18.7,29.1,2.3,1.7,4.0,0.166,5.1,3.2,8.3
22,Charlotte,72,48.2,39.9,87.8,0.455,13.7,37.0,0.369,15.9,20.9,0.7609999999999999,14.8,18.0,10.6,33.2,43.8,26.8,7.8,4.8,109.5,0.564,0.532,158.6,23.5,75.7,49.2,67.2,13.3,8.0,9.8,1.2,72.0,110.9,112.8,-2.0,7107.9,98.3,evan-mobley,6.0,10.3,0.578,5.6,9.1,0.615,0.4,1.2,0.3,4.1,5.8,0.6940000000000001,2.7,5.9,8.7,2.4,0.8,2.9,2.2,1.8,16.4,29.1,0.624,0.595,0.117,0.5660000000000001,9.6,18.9,14.5,14.1,1.4,8.8,14.6,22.8,4.3,2.6,6.9,0.248,7.9,5.8,13.7
22,Charlotte,72,48.2,39.9,87.8,0.455,13.7,37.0,0.369,15.9,20.9,0.7609999999999999,14.8,18.0,10.6,33.2,43.8,26.8,7.8,4.8,109.5,0.564,0.532,158.6,23.5,75.7,49.2,67.2,13.3,8.0,9.8,1.2,72.0,110.9,112.8,-2.0,7107.9,98.3,jalen-suggs,5.2,10.3,0.503,4.0,6.8,0.588,1.2,3.5,0.337,2.9,3.8,0.754,0.6,4.7,5.3,4.5,1.9,0.3,2.9,2.6,14.4,22.6,0.595,0.56,0.338,0.37,2.7,18.0,11.0,23.7,3.5,1.1,19.5,24.8,2.5,2.1,4.6,0.21,4.8,4.6,9.4
22,Charlotte,72,48.2,39.9,87.8,0.455,13.7,37.0,0.369,15.9,20.9,0.7609999999999999,14.8,18.0,10.6,33.2,43.8,26.8,7.8,4.8,109.5,0.564,0.532,158.6,23.5,75.7,49.2,67.2,13.3,8.0,9.8,1.2,72.0,110.9,112.8,-2.0,7107.9,98.3,scottie-barnes,4.1,8.1,0.503,3.6,6.5,0.561,0.5,1.7,0.275,1.7,2.8,0.621,1.5,2.5,4.0,4.1,1.5,0.5,2.5,2.2,10.3,21.4,0.5479999999999999,0.531,0.205,0.338,7.4,11.1,9.3,31.6,3.4,2.1,20.7,23.7,1.5,1.0,2.4,0.16399999999999998,4.3,3.6,7.9
22,Charlotte,72,48.2,39.9,87.8,0.455,13.7,37.0,0.369,15.9,20.9,0.7609999999999999,14.8,18.0,10.6,33.2,43.8,26.8,7.8,4.8,109.5,0.564,0.532,158.6,23.5,75.7,49.2,67.2,13.3,8.0,9.8,1.2,72.0,110.9,112.8,-2.0,7107.9,98.3,davion-mitchell,1.3,3.1,0.429,0.9,1.6,0.5660000000000001,0.4,1.5,0.28800000000000003,0.6,0.9,0.677,0.3,0.9,1.1,1.9,0.5,0.0,1.1,2.1,3.7,7.5,0.526,0.5,0.495,0.295,1.7,5.7,3.7,18.4,1.7,0.2,24.1,12.7,0.3,0.6,1.0,0.065,-2.2,1.8,-0.3
22,Charlotte,72,48.2,39.9,87.8,0.455,13.7,37.0,0.369,15.9,20.9,0.7609999999999999,14.8,18.0,10.6,33.2,43.8,26.8,7.8,4.8,109.5,0.564,0.532,158.6,23.5,75.7,49.2,67.2,13.3,8.0,9.8,1.2,72.0,110.9,112.8,-2.0,7107.9,98.3,james-bouknight,6.5,14.6,0.447,5.1,9.6,0.528,1.5,5.0,0.293,4.2,5.4,0.778,1.5,4.1,5.7,1.8,1.1,0.3,2.8,1.9,18.7,23.2,0.546,0.498,0.342,0.37,5.3,15.1,10.1,12.8,2.2,0.9,14.0,31.6,1.3,0.8,2.1,0.179,6.1,2.5,8.6
22,Charlotte,72,48.2,39.9,87.8,0.455,13.7,37.0,0.369,15.9,20.9,0.7609999999999999,14.8,18.0,10.6,33.2,43.8,26.8,7.8,4.8,109.5,0.564,0.532,158.6,23.5,75.7,49.2,67.2,13.3,8.0,9.8,1.2,72.0,110.9,112.8,-2.0,7107.9,98.3,kai-jones,3.2,5.5,0.58,2.7,4.2,0.642,0.5,1.3,0.382,2.0,2.8,0.6890000000000001,2.0,2.9,4.8,0.6,0.8,0.9,1.4,2.7,8.8,20.6,0.6459999999999999,0.626,0.238,0.517,10.0,13.5,11.8,5.4,2.1,4.2,16.8,18.0,1.6,1.1,2.7,0.183,4.0,3.5,7.5
22,Charlotte,72,48.2,39.9,87.8,0.455,13.7,37.0,0.369,15.9,20.9,0.7609999999999999,14.8,18.0,10.6,33.2,43.8,26.8,7.8,4.8,109.5,0.564,0.532,158.6,23.5,75.7,49.2,67.2,13.3,8.0,9.8,1.2,72.0,110.9,112.8,-2.0,7107.9,98.3,corey-kispert,6.5,12.3,0.529,3.7,5.9,0.628,2.8,6.5,0.44,2.7,3.1,0.878,0.9,4.0,5.0,1.8,0.9,0.4,1.3,1.7,18.6,25.3,0.674,0.644,0.524,0.248,3.8,13.9,9.3,9.0,1.5,1.4,8.7,22.7,4.6,1.8,6.4,0.251,9.1,2.0,11.1
