,Unnamed: 0.1,Unnamed: 0.1,Team,GP_T,MPG_T,FGM_T,FGA_T,FG%_T,3PM_T,3PA_T,3P%_T,FTM_T,FTA_T,FT%_T,TOV_T,PF_T,ORB_T,DRB_T,RPG_T,APG_T,SPG_T,BPG_T,PPG_T,TS%_T,eFG%_T,Total S%_T,ORB%_T,DRB%_T,TRB%_T,AST%_T,TOV%_T,STL%_T,BLK%_T,PPS_T,FIC40_T,ORtg_T,DRtg_T,eDiff_T,Poss_T,Pace_T,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Age,Player,ID
10,4,4,Philadelphia,82.0,48.4,37.7,85.3,0.442,10.1,29.8,0.34,17.0,22.0,0.771,16.6,21.9,9.8,33.0,42.8,23.8,8.4,5.1,102.4,0.539,0.501,155.3,22.4,75.3,48.8,63.1,14.9,8.5,8.4,1.2,61.7,103.2,109.0,-5.7,8137.8,98.5,5.9,12.4,0.479,5.5,10.5,0.521,0.5,1.9,0.246,4.3,5.9,0.736,0.6,3.4,4.0,4.6,1.5,0.2,2.4,2.5,16.7,22.7,0.549,0.498,0.154,0.474,2.1,12.2,7.2,28.6,2.7,0.7,13.7,27.5,3.1,2.1,5.1,0.192,4.3,3.9,8.2,19,deaaron-fox,0
11,29,29,L.A. Lakers,82.0,48.1,39.3,87.4,0.45,8.9,25.7,0.346,17.0,22.6,0.754,15.2,20.7,11.4,32.1,43.5,20.9,8.2,3.9,104.6,0.537,0.501,155.0,25.0,75.8,49.5,53.2,13.5,8.3,6.7,1.2,61.3,106.0,113.0,-7.0,8087.7,98.5,5.9,12.4,0.479,5.5,10.5,0.521,0.5,1.9,0.246,4.3,5.9,0.736,0.6,3.4,4.0,4.6,1.5,0.2,2.4,2.5,16.7,22.7,0.549,0.498,0.154,0.474,2.1,12.2,7.2,28.6,2.7,0.7,13.7,27.5,3.1,2.1,5.1,0.192,4.3,3.9,8.2,19,deaaron-fox,0
12,53,53,Boston,82.0,48.2,38.6,85.1,0.454,12.0,33.4,0.359,18.7,23.2,0.807,13.2,20.6,9.1,32.9,42.0,25.2,7.5,4.1,108.0,0.567,0.525,162.0,21.2,75.3,48.5,65.3,12.2,7.7,7.1,1.3,68.6,111.2,108.5,2.7,7966.2,96.8,5.9,12.4,0.479,5.5,10.5,0.521,0.5,1.9,0.246,4.3,5.9,0.736,0.6,3.4,4.0,4.6,1.5,0.2,2.4,2.5,16.7,22.7,0.549,0.498,0.154,0.474,2.1,12.2,7.2,28.6,2.7,0.7,13.7,27.5,3.1,2.1,5.1,0.192,4.3,3.9,8.2,19,deaaron-fox,0
13,76,76,Phoenix,82.0,48.4,39.9,88.5,0.45,7.5,22.6,0.332,20.4,26.3,0.776,15.4,24.8,11.9,33.1,45.0,19.6,8.2,4.9,107.7,0.538,0.493,155.8,26.0,76.4,50.5,49.1,13.3,8.1,8.1,1.2,60.3,106.6,112.2,-5.6,8284.3,100.3,5.9,12.4,0.479,5.5,10.5,0.521,0.5,1.9,0.246,4.3,5.9,0.736,0.6,3.4,4.0,4.6,1.5,0.2,2.4,2.5,16.7,22.7,0.549,0.498,0.154,0.474,2.1,12.2,7.2,28.6,2.7,0.7,13.7,27.5,3.1,2.1,5.1,0.192,4.3,3.9,8.2,19,deaaron-fox,0
14,98,98,Sacramento,82.0,48.5,37.9,82.1,0.461,9.0,23.9,0.376,18.1,23.3,0.775,14.6,20.3,8.7,32.3,41.1,22.5,7.6,4.0,102.8,0.556,0.516,161.2,21.0,76.3,48.9,59.4,13.7,8.0,7.4,1.3,61.7,107.3,111.4,-4.0,7856.0,94.8,5.9,12.4,0.479,5.5,10.5,0.521,0.5,1.9,0.246,4.3,5.9,0.736,0.6,3.4,4.0,4.6,1.5,0.2,2.4,2.5,16.7,22.7,0.549,0.498,0.154,0.474,2.1,12.2,7.2,28.6,2.7,0.7,13.7,27.5,3.1,2.1,5.1,0.192,4.3,3.9,8.2,19,deaaron-fox,1
15,5,5,Philadelphia,82.0,48.4,37.7,85.3,0.442,10.1,29.8,0.34,17.0,22.0,0.771,16.6,21.9,9.8,33.0,42.8,23.8,8.4,5.1,102.4,0.539,0.501,155.3,22.4,75.3,48.8,63.1,14.9,8.5,8.4,1.2,61.7,103.2,109.0,-5.7,8137.8,98.5,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
16,30,30,L.A. Lakers,82.0,48.1,39.3,87.4,0.45,8.9,25.7,0.346,17.0,22.6,0.754,15.2,20.7,11.4,32.1,43.5,20.9,8.2,3.9,104.6,0.537,0.501,155.0,25.0,75.8,49.5,53.2,13.5,8.3,6.7,1.2,61.3,106.0,113.0,-7.0,8087.7,98.5,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
17,54,54,Boston,82.0,48.2,38.6,85.1,0.454,12.0,33.4,0.359,18.7,23.2,0.807,13.2,20.6,9.1,32.9,42.0,25.2,7.5,4.1,108.0,0.567,0.525,162.0,21.2,75.3,48.5,65.3,12.2,7.7,7.1,1.3,68.6,111.2,108.5,2.7,7966.2,96.8,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
18,77,77,Phoenix,82.0,48.4,39.9,88.5,0.45,7.5,22.6,0.332,20.4,26.3,0.776,15.4,24.8,11.9,33.1,45.0,19.6,8.2,4.9,107.7,0.538,0.493,155.8,26.0,76.4,50.5,49.1,13.3,8.1,8.1,1.2,60.3,106.6,112.2,-5.6,8284.3,100.3,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
19,99,99,Sacramento,82.0,48.5,37.9,82.1,0.461,9.0,23.9,0.376,18.1,23.3,0.775,14.6,20.3,8.7,32.3,41.1,22.5,7.6,4.0,102.8,0.556,0.516,161.2,21.0,76.3,48.9,59.4,13.7,8.0,7.4,1.3,61.7,107.3,111.4,-4.0,7856.0,94.8,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
20,120,120,Orlando,82.0,48.3,38.3,87.0,0.44,8.5,26.1,0.328,16.0,21.4,0.747,13.3,19.3,9.8,33.3,43.2,22.2,7.1,4.8,101.1,0.524,0.489,151.5,21.6,77.4,48.7,58.0,12.1,7.3,8.0,1.2,61.1,103.7,110.5,-6.7,7990.7,96.8,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
21,141,141,Minnesota,82.0,48.3,39.5,84.4,0.467,7.3,21.0,0.349,19.3,24.2,0.799,14.0,20.1,11.4,31.0,42.4,23.7,8.0,4.5,105.6,0.555,0.511,161.5,27.2,75.9,51.2,60.0,12.8,8.4,8.0,1.3,66.2,110.9,112.0,-1.2,7808.2,94.6,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
22,162,162,New York,82.0,48.4,39.6,88.5,0.447,8.6,24.7,0.348,16.6,21.1,0.788,13.9,20.3,12.0,33.2,45.2,21.8,7.1,5.5,104.3,0.534,0.496,158.3,26.6,74.1,50.3,55.1,12.4,7.3,9.4,1.2,63.9,107.7,111.5,-3.8,7940.8,96.0,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
23,182,182,Dallas,82.0,48.2,36.2,82.3,0.44,10.7,30.1,0.355,14.8,18.5,0.801,11.9,19.1,7.9,30.7,38.6,20.8,7.5,3.7,97.9,0.541,0.505,159.6,18.1,77.5,46.4,57.4,11.6,8.1,7.0,1.2,58.7,105.6,108.8,-3.2,7600.1,92.2,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
24,202,202,Sacramento,82.0,48.5,37.9,82.1,0.461,9.0,23.9,0.376,18.1,23.3,0.775,14.6,20.3,8.7,32.3,41.1,22.5,7.6,4.0,102.8,0.556,0.516,161.2,21.0,76.3,48.9,59.4,13.7,8.0,7.4,1.3,61.7,107.3,111.4,-4.0,7856.0,94.8,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
25,221,221,Detroit,82.0,48.3,39.9,88.8,0.449,7.7,23.4,0.329,13.9,19.3,0.719,11.9,17.9,11.1,34.6,45.7,21.1,7.0,3.8,101.3,0.521,0.492,149.7,24.1,81.2,51.6,53.0,10.9,7.3,6.6,1.1,62.6,106.0,107.2,-1.2,7837.9,95.0,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
26,239,239,Denver,82.0,48.2,41.2,87.7,0.469,10.6,28.8,0.368,18.7,24.2,0.774,15.0,19.1,11.8,34.6,46.4,25.3,6.9,3.9,111.7,0.568,0.53,161.1,27.3,78.7,53.2,61.5,13.2,7.0,6.3,1.3,71.6,113.2,112.7,0.5,8090.3,98.3,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
27,256,256,Miami,82.0,48.2,39.0,85.8,0.455,9.9,27.0,0.365,15.2,21.6,0.706,13.4,20.5,10.6,33.0,43.6,21.2,7.2,5.7,103.2,0.541,0.512,152.6,24.2,76.4,50.0,54.4,12.3,7.5,9.3,1.2,63.5,107.8,106.7,1.1,7846.0,95.2,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
28,272,272,Portland,82.0,48.6,39.5,86.1,0.459,10.4,27.7,0.375,18.5,23.7,0.78,13.7,21.2,10.1,33.5,43.7,21.1,7.0,5.0,107.9,0.559,0.52,161.4,23.0,76.8,49.8,53.4,12.4,7.1,8.1,1.3,64.7,110.3,110.8,-0.5,8027.2,96.7,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
29,287,287,Chicago,82.0,48.2,38.6,87.1,0.444,7.6,22.3,0.34,18.0,22.5,0.798,13.6,17.7,12.2,34.1,46.3,22.6,7.8,4.8,102.9,0.53,0.487,158.2,27.0,76.8,51.7,58.4,12.3,8.2,7.9,1.2,66.0,107.4,107.0,0.4,7852.2,95.3,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
30,302,302,Milwaukee,82.0,48.2,38.8,81.9,0.474,8.8,23.7,0.37,17.2,22.4,0.768,13.9,20.2,8.8,31.6,40.4,24.2,8.1,5.3,103.6,0.565,0.527,161.2,21.5,75.4,48.8,62.4,13.2,8.5,9.7,1.3,66.2,109.1,109.3,-0.2,7787.7,94.5,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
31,316,316,Indiana,82.0,48.4,39.3,84.5,0.465,8.6,23.0,0.376,17.9,22.1,0.81,13.7,19.5,9.0,33.0,42.0,22.5,8.2,5.0,105.1,0.558,0.516,165.1,21.2,75.5,48.7,57.2,12.7,8.4,9.0,1.2,65.5,108.6,108.9,-0.2,7932.1,95.9,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
32,329,329,Atlanta,82.0,48.5,38.1,84.4,0.451,8.9,26.1,0.341,18.1,24.9,0.728,15.8,18.2,10.3,34.1,44.3,23.6,8.2,4.8,103.2,0.541,0.504,152.0,23.6,76.1,50.3,62.1,14.2,8.3,8.5,1.2,64.5,104.9,105.8,-0.9,8064.7,97.4,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
33,341,341,Portland,82.0,48.6,39.5,86.1,0.459,10.4,27.7,0.375,18.5,23.7,0.78,13.7,21.2,10.1,33.5,43.7,21.1,7.0,5.0,107.9,0.559,0.52,161.4,23.0,76.8,49.8,53.4,12.4,7.1,8.1,1.3,64.7,110.3,110.8,-0.5,8027.2,96.7,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
34,352,352,Oklahoma City,82.0,48.3,39.5,87.4,0.452,8.4,25.8,0.327,19.2,25.8,0.745,15.0,20.9,12.2,34.4,46.6,21.0,7.9,5.0,106.6,0.54,0.5,152.4,27.9,79.0,53.4,53.2,13.2,8.0,8.2,1.2,64.4,108.3,107.5,0.8,8071.3,97.8,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
35,362,362,Toronto,82.0,48.2,39.2,84.4,0.464,8.8,24.3,0.363,19.7,24.7,0.796,12.7,20.8,10.6,32.6,43.3,18.5,8.3,4.9,106.9,0.561,0.517,162.4,25.0,76.3,50.7,47.2,11.8,8.6,8.8,1.3,64.6,112.3,107.8,4.4,7804.5,94.7,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
36,372,372,Utah,82.0,48.2,37.0,79.5,0.466,9.6,26.0,0.372,17.1,22.9,0.747,13.6,18.8,9.4,33.8,43.2,20.1,6.7,5.0,100.7,0.563,0.526,158.4,23.2,78.9,51.8,54.4,13.2,7.3,8.5,1.3,63.2,109.6,105.3,4.3,7535.9,91.6,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
37,381,381,Orlando,82.0,48.3,38.3,87.0,0.44,8.5,26.1,0.328,16.0,21.4,0.747,13.3,19.3,9.8,33.3,43.2,22.2,7.1,4.8,101.1,0.524,0.489,151.5,21.6,77.4,48.7,58.0,12.1,7.3,8.0,1.2,61.1,103.7,110.5,-6.7,7990.7,96.8,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,24.6,0.614,0.568,0.348,0.461,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,5.8,4.2,10.0,19,jonathan-isaac,0
