,Team,GP_T,MPG_T,FGM_T,FGA_T,FG%_T,3PM_T,3PA_T,3P%_T,FTM_T,FTA_T,FT%_T,TOV_T,PF_T,ORB_T,DRB_T,RPG_T,APG_T,SPG_T,BPG_T,PPG_T,TS%_T,eFG%_T,Total S%_T,ORB%_T,DRB%_T,TRB%_T,AST%_T,TOV%_T,STL%_T,BLK%_T,PPS_T,FIC40_T,ORtg_T,DRtg_T,eDiff_T,Poss_T,Pace_T,Player,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Drafted
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,isaac-okoro,4.5,8.7,0.514,3.8,6.2,0.607,0.7,2.5,0.28600000000000003,3.2,4.8,0.672,1.9,2.5,4.4,2.0,0.9,0.9,2.0,2.7,12.9,19.1,0.5870000000000001,0.556,0.28800000000000003,0.551,6.4,8.8,7.6,13.1,1.7,3.1,15.2,19.6,2.3,1.1,3.4,0.156,3.8,2.5,6.3,0
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,onyeka-okongwu,6.3,10.1,0.616,6.2,10.0,0.621,0.0,0.1,0.25,3.7,5.1,0.72,3.3,5.4,8.6,1.1,1.2,2.7,2.0,2.7,16.2,31.1,0.645,0.618,0.014,0.504,12.4,18.4,15.5,8.4,2.3,9.8,13.7,23.6,3.2,2.1,5.4,0.251,6.7,4.9,11.6,0
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,obi-toppin,7.9,12.5,0.633,6.9,9.8,0.698,1.0,2.6,0.39,3.2,4.5,0.7020000000000001,1.2,6.4,7.5,2.2,1.0,1.2,2.2,1.6,20.0,32.5,0.684,0.674,0.212,0.364,5.2,22.0,14.5,14.5,1.8,4.1,13.0,28.1,4.5,2.3,6.8,0.27899999999999997,9.0,3.3,12.3,0
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,jalen-smith,5.4,10.1,0.5379999999999999,4.4,7.3,0.604,1.0,2.8,0.368,3.6,4.8,0.75,3.2,7.3,10.5,0.8,0.7,2.4,1.7,2.4,15.5,29.3,0.626,0.59,0.279,0.474,11.5,25.6,18.6,6.0,1.3,8.2,12.2,22.8,3.6,2.4,6.0,0.249,7.7,4.3,12.0,0
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,devin-vassell,4.8,9.8,0.49,3.3,6.3,0.532,1.5,3.5,0.415,1.6,2.2,0.738,1.3,3.8,5.1,1.6,1.4,1.0,0.8,1.9,12.7,23.8,0.585,0.565,0.361,0.221,5.3,15.4,10.4,11.2,2.8,4.1,6.6,20.0,3.0,1.7,4.7,0.218,6.7,4.2,10.9,0
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,tyrese-haliburton,5.6,11.1,0.504,3.2,5.5,0.5920000000000001,2.4,5.6,0.419,1.7,2.0,0.8220000000000001,1.5,4.4,5.9,6.5,2.5,0.7,2.8,1.3,15.2,25.9,0.631,0.611,0.508,0.184,4.6,13.7,9.2,35.3,3.8,2.0,18.7,20.1,2.7,1.0,3.8,0.187,8.0,3.7,11.7,0
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,kira-lewis-jr,6.6,14.5,0.45899999999999996,4.8,9.5,0.507,1.8,4.9,0.366,3.4,4.2,0.802,0.8,3.9,4.8,5.2,1.8,0.6,3.5,2.6,18.5,19.8,0.56,0.521,0.341,0.292,2.3,10.6,6.5,27.7,2.5,1.5,17.7,24.3,2.9,1.2,4.1,0.142,3.7,1.7,5.5,0
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,aaron-nesmith,7.5,14.6,0.512,3.2,6.4,0.5,4.3,8.2,0.522,3.7,4.5,0.825,0.8,4.1,4.9,0.9,1.4,0.9,1.7,2.8,23.0,29.0,0.685,0.659,0.561,0.307,2.5,13.9,8.0,6.9,2.3,2.6,9.3,26.3,2.2,0.4,2.6,0.207,9.3,0.4,9.7,0
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,cole-anthony,6.0,15.7,0.38,3.7,9.3,0.402,2.2,6.4,0.348,4.4,5.8,0.75,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9,18.5,17.5,0.501,0.451,0.409,0.371,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30.0,1.2,0.9,2.1,0.108,3.3,1.8,5.1,0
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,precious-achiuwa,5.9,11.9,0.493,5.5,10.6,0.514,0.4,1.3,0.325,3.6,6.0,0.599,3.0,7.8,10.8,1.0,1.1,1.9,2.8,2.4,15.8,23.3,0.534,0.511,0.108,0.507,11.4,24.6,18.6,7.5,2.0,6.4,16.0,27.7,1.5,2.9,4.4,0.187,2.5,3.4,5.8,0
29,Charlotte,65,48.5,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,16.2,21.6,0.748,14.6,18.8,11.0,31.8,42.8,23.8,6.6,4.1,102.9,0.539,0.504,153.4,23.9,74.4,48.2,63.9,13.3,6.8,7.9,1.2,62.5,106.3,113.3,-7.0,6287.9,95.8,tyrese-maxey,4.8,11.3,0.4270000000000001,3.8,7.7,0.4920000000000001,1.1,3.6,0.292,3.2,3.9,0.833,0.4,3.9,4.3,3.2,0.9,0.4,2.2,2.4,14.0,16.3,0.531,0.474,0.322,0.342,1.4,12.1,7.3,18.7,1.5,1.3,14.1,22.7,2.1,1.5,3.6,0.134,2.4,2.0,4.4,0
20,Phoenix,82,48.1,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,15.9,22.0,10.3,33.9,44.1,21.3,6.9,4.5,103.9,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,deandre-ayton,7.9,12.9,0.612,7.5,11.9,0.635,0.3,1.0,0.343,4.0,5.5,0.733,3.4,8.2,11.6,1.6,0.6,1.9,2.0,2.3,20.1,32.6,0.65,0.625,0.078,0.424,13.5,28.2,21.4,10.2,1.0,6.1,11.3,26.6,5.5,2.1,7.6,0.259,8.6,2.4,11.0,1
20,Phoenix,82,48.1,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,15.9,22.0,10.3,33.9,44.1,21.3,6.9,4.5,103.9,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,marvin-bagley-iii,8.2,13.3,0.614,7.5,11.6,0.647,0.7,1.8,0.397,4.0,6.3,0.627,4.0,7.1,11.1,1.5,0.8,0.9,2.3,1.8,21.0,30.6,0.643,0.64,0.132,0.475,13.8,21.5,17.9,8.8,1.4,2.6,12.2,26.3,4.8,2.1,6.9,0.248,8.8,2.0,10.8,0
20,Phoenix,82,48.1,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,15.9,22.0,10.3,33.9,44.1,21.3,6.9,4.5,103.9,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,jaren-jackson.jr,3.4,6.6,0.513,2.3,3.9,0.596,1.1,2.7,0.396,3.0,3.8,0.797,1.5,4.3,5.8,1.1,0.6,3.0,1.8,3.2,10.9,26.9,0.647,0.595,0.414,0.573,8.8,19.7,15.0,9.3,1.6,14.3,17.4,23.5,2.3,2.2,4.6,0.239,4.4,7.3,11.7,0
20,Phoenix,82,48.1,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,15.9,22.0,10.3,33.9,44.1,21.3,6.9,4.5,103.9,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,trae-young,8.2,19.3,0.422,4.5,9.1,0.493,3.7,10.3,0.36,7.4,8.6,0.861,0.4,3.5,3.9,8.7,1.7,0.3,5.2,1.8,27.4,28.3,0.585,0.518,0.531,0.443,1.3,10.0,5.8,48.6,2.5,0.7,18.2,37.1,4.6,1.1,5.7,0.201,9.7,1.3,11.1,0
20,Phoenix,82,48.1,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,15.9,22.0,10.3,33.9,44.1,21.3,6.9,4.5,103.9,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,mo-bamba,4.9,9.0,0.541,4.4,7.3,0.603,0.5,1.7,0.275,2.7,4.0,0.6809999999999999,3.2,7.3,10.5,0.5,0.8,3.7,1.5,2.5,12.9,28.3,0.593,0.5670000000000001,0.18899999999999997,0.441,12.2,28.2,20.2,3.6,1.5,13.1,12.3,21.3,2.4,2.4,4.8,0.212,5.0,5.9,10.9,0
20,Phoenix,82,48.1,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,15.9,22.0,10.3,33.9,44.1,21.3,6.9,4.5,103.9,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,wendell-carter-jr,4.8,8.6,0.561,4.3,7.4,0.586,0.5,1.2,0.413,3.4,4.5,0.738,2.9,6.1,9.1,2.0,0.8,2.1,2.0,2.8,13.5,28.2,0.628,0.591,0.14400000000000002,0.527,12.8,23.2,18.4,13.0,1.7,7.6,15.8,22.8,3.6,2.3,5.9,0.239,6.3,5.1,11.4,0
20,Phoenix,82,48.1,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,15.9,22.0,10.3,33.9,44.1,21.3,6.9,4.5,103.9,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,collin-sexton,5.9,13.3,0.447,4.6,9.3,0.495,1.3,4.0,0.336,5.9,7.6,0.778,1.0,2.7,3.8,3.6,0.8,0.1,2.8,2.5,19.2,23.5,0.5670000000000001,0.498,0.299,0.575,4.1,9.8,7.0,27.8,1.6,0.3,14.2,32.9,3.2,1.2,4.4,0.177,5.8,1.1,6.9,0
20,Phoenix,82,48.1,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,15.9,22.0,10.3,33.9,44.1,21.3,6.9,4.5,103.9,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,kevin-knox,5.3,11.9,0.445,3.8,7.4,0.509,1.5,4.5,0.341,3.4,4.4,0.774,0.9,4.5,5.4,1.4,0.8,0.3,2.3,2.2,15.6,17.0,0.556,0.51,0.38,0.373,3.3,14.5,9.3,8.7,1.5,1.0,14.1,24.6,2.3,1.7,4.0,0.133,3.3,1.8,5.1,0
20,Phoenix,82,48.1,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,15.9,22.0,10.3,33.9,44.1,21.3,6.9,4.5,103.9,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,mikal-bridges,6.1,11.9,0.514,3.5,5.9,0.593,2.6,6.0,0.435,2.9,3.4,0.851,1.4,4.0,5.3,1.9,1.5,1.1,1.4,2.2,17.7,26.8,0.655,0.623,0.503,0.282,5.2,13.8,9.7,10.6,2.7,3.5,9.1,23.2,5.4,2.4,7.7,0.241,8.7,4.1,12.9,0
20,Phoenix,82,48.1,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,15.9,22.0,10.3,33.9,44.1,21.3,6.9,4.5,103.9,0.532,0.495,151.6,22.5,76.5,49.0,55.3,14.0,6.9,7.6,1.2,59.2,103.4,112.7,-9.3,8245.6,100.4,shai-gilgeous-alexander,4.9,10.2,0.485,4.3,8.6,0.5,0.6,1.5,0.404,3.9,4.7,0.8170000000000001,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4,21.2,0.578,0.516,0.151,0.464,3.2,10.0,6.8,28.8,2.8,1.7,17.9,21.9,3.3,1.9,5.2,0.16699999999999998,5.3,3.7,9.0,0
29,Sacramento,82,48.2,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,13.9,20.0,9.5,31.4,40.9,21.6,7.9,4.1,98.8,0.529,0.502,156.1,21.5,77.6,48.3,55.6,12.9,8.3,8.1,1.1,58.7,103.5,110.9,-7.3,7827.0,95.1,marvin-bagley-iii,8.2,13.3,0.614,7.5,11.6,0.647,0.7,1.8,0.397,4.0,6.3,0.627,4.0,7.1,11.1,1.5,0.8,0.9,2.3,1.8,21.0,30.6,0.643,0.64,0.132,0.475,13.8,21.5,17.9,8.8,1.4,2.6,12.2,26.3,4.8,2.1,6.9,0.248,8.8,2.0,10.8,1
29,Sacramento,82,48.2,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,13.9,20.0,9.5,31.4,40.9,21.6,7.9,4.1,98.8,0.529,0.502,156.1,21.5,77.6,48.3,55.6,12.9,8.3,8.1,1.1,58.7,103.5,110.9,-7.3,7827.0,95.1,jaren-jackson.jr,3.4,6.6,0.513,2.3,3.9,0.596,1.1,2.7,0.396,3.0,3.8,0.797,1.5,4.3,5.8,1.1,0.6,3.0,1.8,3.2,10.9,26.9,0.647,0.595,0.414,0.573,8.8,19.7,15.0,9.3,1.6,14.3,17.4,23.5,2.3,2.2,4.6,0.239,4.4,7.3,11.7,0
29,Sacramento,82,48.2,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,13.9,20.0,9.5,31.4,40.9,21.6,7.9,4.1,98.8,0.529,0.502,156.1,21.5,77.6,48.3,55.6,12.9,8.3,8.1,1.1,58.7,103.5,110.9,-7.3,7827.0,95.1,trae-young,8.2,19.3,0.422,4.5,9.1,0.493,3.7,10.3,0.36,7.4,8.6,0.861,0.4,3.5,3.9,8.7,1.7,0.3,5.2,1.8,27.4,28.3,0.585,0.518,0.531,0.443,1.3,10.0,5.8,48.6,2.5,0.7,18.2,37.1,4.6,1.1,5.7,0.201,9.7,1.3,11.1,0
29,Sacramento,82,48.2,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,13.9,20.0,9.5,31.4,40.9,21.6,7.9,4.1,98.8,0.529,0.502,156.1,21.5,77.6,48.3,55.6,12.9,8.3,8.1,1.1,58.7,103.5,110.9,-7.3,7827.0,95.1,mo-bamba,4.9,9.0,0.541,4.4,7.3,0.603,0.5,1.7,0.275,2.7,4.0,0.6809999999999999,3.2,7.3,10.5,0.5,0.8,3.7,1.5,2.5,12.9,28.3,0.593,0.5670000000000001,0.18899999999999997,0.441,12.2,28.2,20.2,3.6,1.5,13.1,12.3,21.3,2.4,2.4,4.8,0.212,5.0,5.9,10.9,0
29,Sacramento,82,48.2,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,13.9,20.0,9.5,31.4,40.9,21.6,7.9,4.1,98.8,0.529,0.502,156.1,21.5,77.6,48.3,55.6,12.9,8.3,8.1,1.1,58.7,103.5,110.9,-7.3,7827.0,95.1,wendell-carter-jr,4.8,8.6,0.561,4.3,7.4,0.586,0.5,1.2,0.413,3.4,4.5,0.738,2.9,6.1,9.1,2.0,0.8,2.1,2.0,2.8,13.5,28.2,0.628,0.591,0.14400000000000002,0.527,12.8,23.2,18.4,13.0,1.7,7.6,15.8,22.8,3.6,2.3,5.9,0.239,6.3,5.1,11.4,0
29,Sacramento,82,48.2,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,13.9,20.0,9.5,31.4,40.9,21.6,7.9,4.1,98.8,0.529,0.502,156.1,21.5,77.6,48.3,55.6,12.9,8.3,8.1,1.1,58.7,103.5,110.9,-7.3,7827.0,95.1,collin-sexton,5.9,13.3,0.447,4.6,9.3,0.495,1.3,4.0,0.336,5.9,7.6,0.778,1.0,2.7,3.8,3.6,0.8,0.1,2.8,2.5,19.2,23.5,0.5670000000000001,0.498,0.299,0.575,4.1,9.8,7.0,27.8,1.6,0.3,14.2,32.9,3.2,1.2,4.4,0.177,5.8,1.1,6.9,0
29,Sacramento,82,48.2,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,13.9,20.0,9.5,31.4,40.9,21.6,7.9,4.1,98.8,0.529,0.502,156.1,21.5,77.6,48.3,55.6,12.9,8.3,8.1,1.1,58.7,103.5,110.9,-7.3,7827.0,95.1,kevin-knox,5.3,11.9,0.445,3.8,7.4,0.509,1.5,4.5,0.341,3.4,4.4,0.774,0.9,4.5,5.4,1.4,0.8,0.3,2.3,2.2,15.6,17.0,0.556,0.51,0.38,0.373,3.3,14.5,9.3,8.7,1.5,1.0,14.1,24.6,2.3,1.7,4.0,0.133,3.3,1.8,5.1,0
29,Sacramento,82,48.2,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,13.9,20.0,9.5,31.4,40.9,21.6,7.9,4.1,98.8,0.529,0.502,156.1,21.5,77.6,48.3,55.6,12.9,8.3,8.1,1.1,58.7,103.5,110.9,-7.3,7827.0,95.1,mikal-bridges,6.1,11.9,0.514,3.5,5.9,0.593,2.6,6.0,0.435,2.9,3.4,0.851,1.4,4.0,5.3,1.9,1.5,1.1,1.4,2.2,17.7,26.8,0.655,0.623,0.503,0.282,5.2,13.8,9.7,10.6,2.7,3.5,9.1,23.2,5.4,2.4,7.7,0.241,8.7,4.1,12.9,0
29,Sacramento,82,48.2,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,13.9,20.0,9.5,31.4,40.9,21.6,7.9,4.1,98.8,0.529,0.502,156.1,21.5,77.6,48.3,55.6,12.9,8.3,8.1,1.1,58.7,103.5,110.9,-7.3,7827.0,95.1,shai-gilgeous-alexander,4.9,10.2,0.485,4.3,8.6,0.5,0.6,1.5,0.404,3.9,4.7,0.8170000000000001,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4,21.2,0.578,0.516,0.151,0.464,3.2,10.0,6.8,28.8,2.8,1.7,17.9,21.9,3.3,1.9,5.2,0.16699999999999998,5.3,3.7,9.0,0
29,Sacramento,82,48.2,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,13.9,20.0,9.5,31.4,40.9,21.6,7.9,4.1,98.8,0.529,0.502,156.1,21.5,77.6,48.3,55.6,12.9,8.3,8.1,1.1,58.7,103.5,110.9,-7.3,7827.0,95.1,troy-brown-jr,4.1,9.2,0.444,3.2,6.1,0.524,0.9,3.1,0.29100000000000004,2.2,3.0,0.743,1.5,4.7,6.2,3.2,1.6,0.2,2.5,2.2,11.3,16.6,0.532,0.494,0.342,0.326,5.9,18.0,12.0,18.7,2.9,0.8,18.8,21.0,1.5,1.6,3.1,0.114,1.4,2.3,3.7,0
27,Dallas,82,48.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,12.4,19.2,8.1,33.1,41.3,22.7,7.0,3.8,102.3,0.544,0.513,156.7,18.0,78.9,47.4,59.4,11.7,7.3,7.0,1.2,62.4,106.2,109.3,-3.2,7900.7,95.7,jaren-jackson.jr,3.4,6.6,0.513,2.3,3.9,0.596,1.1,2.7,0.396,3.0,3.8,0.797,1.5,4.3,5.8,1.1,0.6,3.0,1.8,3.2,10.9,26.9,0.647,0.595,0.414,0.573,8.8,19.7,15.0,9.3,1.6,14.3,17.4,23.5,2.3,2.2,4.6,0.239,4.4,7.3,11.7,0
27,Dallas,82,48.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,12.4,19.2,8.1,33.1,41.3,22.7,7.0,3.8,102.3,0.544,0.513,156.7,18.0,78.9,47.4,59.4,11.7,7.3,7.0,1.2,62.4,106.2,109.3,-3.2,7900.7,95.7,trae-young,8.2,19.3,0.422,4.5,9.1,0.493,3.7,10.3,0.36,7.4,8.6,0.861,0.4,3.5,3.9,8.7,1.7,0.3,5.2,1.8,27.4,28.3,0.585,0.518,0.531,0.443,1.3,10.0,5.8,48.6,2.5,0.7,18.2,37.1,4.6,1.1,5.7,0.201,9.7,1.3,11.1,0
27,Dallas,82,48.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,12.4,19.2,8.1,33.1,41.3,22.7,7.0,3.8,102.3,0.544,0.513,156.7,18.0,78.9,47.4,59.4,11.7,7.3,7.0,1.2,62.4,106.2,109.3,-3.2,7900.7,95.7,mo-bamba,4.9,9.0,0.541,4.4,7.3,0.603,0.5,1.7,0.275,2.7,4.0,0.6809999999999999,3.2,7.3,10.5,0.5,0.8,3.7,1.5,2.5,12.9,28.3,0.593,0.5670000000000001,0.18899999999999997,0.441,12.2,28.2,20.2,3.6,1.5,13.1,12.3,21.3,2.4,2.4,4.8,0.212,5.0,5.9,10.9,0
27,Dallas,82,48.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,12.4,19.2,8.1,33.1,41.3,22.7,7.0,3.8,102.3,0.544,0.513,156.7,18.0,78.9,47.4,59.4,11.7,7.3,7.0,1.2,62.4,106.2,109.3,-3.2,7900.7,95.7,wendell-carter-jr,4.8,8.6,0.561,4.3,7.4,0.586,0.5,1.2,0.413,3.4,4.5,0.738,2.9,6.1,9.1,2.0,0.8,2.1,2.0,2.8,13.5,28.2,0.628,0.591,0.14400000000000002,0.527,12.8,23.2,18.4,13.0,1.7,7.6,15.8,22.8,3.6,2.3,5.9,0.239,6.3,5.1,11.4,0
27,Dallas,82,48.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,12.4,19.2,8.1,33.1,41.3,22.7,7.0,3.8,102.3,0.544,0.513,156.7,18.0,78.9,47.4,59.4,11.7,7.3,7.0,1.2,62.4,106.2,109.3,-3.2,7900.7,95.7,collin-sexton,5.9,13.3,0.447,4.6,9.3,0.495,1.3,4.0,0.336,5.9,7.6,0.778,1.0,2.7,3.8,3.6,0.8,0.1,2.8,2.5,19.2,23.5,0.5670000000000001,0.498,0.299,0.575,4.1,9.8,7.0,27.8,1.6,0.3,14.2,32.9,3.2,1.2,4.4,0.177,5.8,1.1,6.9,0
27,Dallas,82,48.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,12.4,19.2,8.1,33.1,41.3,22.7,7.0,3.8,102.3,0.544,0.513,156.7,18.0,78.9,47.4,59.4,11.7,7.3,7.0,1.2,62.4,106.2,109.3,-3.2,7900.7,95.7,kevin-knox,5.3,11.9,0.445,3.8,7.4,0.509,1.5,4.5,0.341,3.4,4.4,0.774,0.9,4.5,5.4,1.4,0.8,0.3,2.3,2.2,15.6,17.0,0.556,0.51,0.38,0.373,3.3,14.5,9.3,8.7,1.5,1.0,14.1,24.6,2.3,1.7,4.0,0.133,3.3,1.8,5.1,0
27,Dallas,82,48.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,12.4,19.2,8.1,33.1,41.3,22.7,7.0,3.8,102.3,0.544,0.513,156.7,18.0,78.9,47.4,59.4,11.7,7.3,7.0,1.2,62.4,106.2,109.3,-3.2,7900.7,95.7,mikal-bridges,6.1,11.9,0.514,3.5,5.9,0.593,2.6,6.0,0.435,2.9,3.4,0.851,1.4,4.0,5.3,1.9,1.5,1.1,1.4,2.2,17.7,26.8,0.655,0.623,0.503,0.282,5.2,13.8,9.7,10.6,2.7,3.5,9.1,23.2,5.4,2.4,7.7,0.241,8.7,4.1,12.9,0
27,Dallas,82,48.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,12.4,19.2,8.1,33.1,41.3,22.7,7.0,3.8,102.3,0.544,0.513,156.7,18.0,78.9,47.4,59.4,11.7,7.3,7.0,1.2,62.4,106.2,109.3,-3.2,7900.7,95.7,shai-gilgeous-alexander,4.9,10.2,0.485,4.3,8.6,0.5,0.6,1.5,0.404,3.9,4.7,0.8170000000000001,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4,21.2,0.578,0.516,0.151,0.464,3.2,10.0,6.8,28.8,2.8,1.7,17.9,21.9,3.3,1.9,5.2,0.16699999999999998,5.3,3.7,9.0,0
27,Dallas,82,48.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,12.4,19.2,8.1,33.1,41.3,22.7,7.0,3.8,102.3,0.544,0.513,156.7,18.0,78.9,47.4,59.4,11.7,7.3,7.0,1.2,62.4,106.2,109.3,-3.2,7900.7,95.7,troy-brown-jr,4.1,9.2,0.444,3.2,6.1,0.524,0.9,3.1,0.29100000000000004,2.2,3.0,0.743,1.5,4.7,6.2,3.2,1.6,0.2,2.5,2.2,11.3,16.6,0.532,0.494,0.342,0.326,5.9,18.0,12.0,18.7,2.9,0.8,18.8,21.0,1.5,1.6,3.1,0.114,1.4,2.3,3.7,0
