,Team,GP_T,MPG_T,FGM_T,FGA_T,FG%_T,3PM_T,3PA_T,3P%_T,FTM_T,FTA_T,FT%_T,TOV_T,PF_T,ORB_T,DRB_T,RPG_T,APG_T,SPG_T,BPG_T,PPG_T,TS%_T,eFG%_T,Total S%_T,ORB%_T,DRB%_T,TRB%_T,AST%_T,TOV%_T,STL%_T,BLK%_T,PPS_T,FIC40_T,ORtg_T,DRtg_T,eDiff_T,Poss_T,Pace_T,Player,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Drafted
2,New Orleans,82,48.2,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.7609999999999999,14.8,21.1,11.1,36.2,47.3,27.0,7.4,5.4,115.4,0.563,0.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,8500.9,103.3,zion-williamson,9.0,13.2,0.68,8.2,11.0,0.747,0.7,2.2,0.338,3.9,6.2,0.64,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1,22.6,40.8,0.7020000000000001,0.708,0.163,0.467,12.7,18.0,15.5,14.9,3.9,5.8,12.8,28.6,5.5,2.8,8.3,0.335,13.4,6.7,20.1,1
2,New Orleans,82,48.2,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.7609999999999999,14.8,21.1,11.1,36.2,47.3,27.0,7.4,5.4,115.4,0.563,0.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,8500.9,103.3,ja-morant,8.0,16.1,0.499,6.3,11.3,0.556,1.7,4.8,0.363,6.7,8.2,0.813,1.2,4.5,5.7,10.0,1.8,0.8,5.2,1.5,24.5,31.6,0.612,0.5529999999999999,0.29600000000000004,0.512,3.9,12.7,8.6,51.8,2.7,2.3,20.5,33.3,5.8,2.4,8.2,0.273,8.3,1.7,10.0,0
2,New Orleans,82,48.2,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.7609999999999999,14.8,21.1,11.1,36.2,47.3,27.0,7.4,5.4,115.4,0.563,0.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,8500.9,103.3,rj-barrett,8.4,18.5,0.454,6.5,12.2,0.529,1.9,6.2,0.308,3.9,5.9,0.665,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8,22.6,23.3,0.532,0.506,0.338,0.319,4.8,17.2,11.2,23.5,1.4,1.2,13.2,32.2,3.8,2.7,6.5,0.194,6.5,2.1,8.6,0
2,New Orleans,82,48.2,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.7609999999999999,14.8,21.1,11.1,36.2,47.3,27.0,7.4,5.4,115.4,0.563,0.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,8500.9,103.3,deandre-hunter,5.4,10.4,0.52,4.2,7.6,0.55,1.2,2.8,0.43799999999999994,3.2,4.1,0.7829999999999999,1.4,3.7,5.1,2.0,0.6,0.6,1.4,2.0,15.2,24.3,0.618,0.579,0.266,0.39799999999999996,5.6,13.4,9.8,13.0,1.2,2.4,10.0,24.1,4.8,2.6,7.3,0.237,7.4,3.4,10.8,0
2,New Orleans,82,48.2,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.7609999999999999,14.8,21.1,11.1,36.2,47.3,27.0,7.4,5.4,115.4,0.563,0.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,8500.9,103.3,darius-garland,5.8,10.8,0.537,3.6,6.2,0.581,2.2,4.6,0.478,2.4,3.2,0.75,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,23.6,0.657,0.639,0.426,0.29600000000000004,1.6,13.7,7.7,25.7,1.7,1.5,19.6,27.9,0.4,0.1,0.5,0.14800000000000002,3.8,1.1,4.9,0
2,New Orleans,82,48.2,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.7609999999999999,14.8,21.1,11.1,36.2,47.3,27.0,7.4,5.4,115.4,0.563,0.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,8500.9,103.3,jarrett-culver,6.7,14.5,0.461,5.4,10.3,0.526,1.3,4.2,0.304,3.9,5.5,0.7070000000000001,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9,18.5,25.1,0.542,0.505,0.292,0.377,5.6,17.3,11.8,26.1,2.7,2.2,13.7,32.2,3.3,3.5,6.8,0.222,6.9,4.8,11.6,0
2,New Orleans,82,48.2,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.7609999999999999,14.8,21.1,11.1,36.2,47.3,27.0,7.4,5.4,115.4,0.563,0.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,8500.9,103.3,coby-white,5.4,12.7,0.423,3.0,6.1,0.5,2.3,6.6,0.353,3.0,3.7,0.8,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,19.2,0.556,0.516,0.523,0.293,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,2.4,1.7,4.1,0.165,5.2,2.8,8.0,0
2,New Orleans,82,48.2,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.7609999999999999,14.8,21.1,11.1,36.2,47.3,27.0,7.4,5.4,115.4,0.563,0.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,8500.9,103.3,jaxson-hayes,3.8,5.3,0.728,3.8,5.3,0.728,0.0,0.0,0.0,2.3,3.1,0.74,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,27.0,0.7390000000000001,0.728,0.0,0.5920000000000001,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,2.8,1.5,4.3,0.23,4.6,5.5,10.1,1
2,New Orleans,82,48.2,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.7609999999999999,14.8,21.1,11.1,36.2,47.3,27.0,7.4,5.4,115.4,0.563,0.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,8500.9,103.3,rui-hachimura,7.4,12.6,0.591,7.0,11.6,0.606,0.4,1.0,0.417,4.4,6.0,0.7390000000000001,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0,19.7,28.6,0.639,0.608,0.077,0.477,5.9,16.9,12.1,9.1,1.7,2.4,10.7,28.1,4.7,2.7,7.4,0.264,6.4,2.9,9.4,0
2,New Orleans,82,48.2,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.7609999999999999,14.8,21.1,11.1,36.2,47.3,27.0,7.4,5.4,115.4,0.563,0.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,8500.9,103.3,cam-reddish,4.3,12.0,0.35600000000000004,1.8,4.6,0.394,2.5,7.4,0.333,2.4,3.2,0.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4,13.5,13.6,0.499,0.459,0.618,0.264,2.0,10.7,6.5,10.7,2.9,1.9,16.5,25.3,0.8,2.2,3.0,0.113,1.3,3.2,4.5,0
9,Washington,82,48.6,42.1,90.1,0.468,11.3,33.3,0.341,18.4,23.9,0.768,14.1,20.7,9.7,32.7,42.4,26.3,8.3,4.6,114.0,0.5670000000000001,0.531,157.7,21.3,74.1,47.3,62.3,12.3,8.1,8.0,1.3,71.1,111.1,113.9,-2.8,8417.5,101.4,rui-hachimura,7.4,12.6,0.591,7.0,11.6,0.606,0.4,1.0,0.417,4.4,6.0,0.7390000000000001,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0,19.7,28.6,0.639,0.608,0.077,0.477,5.9,16.9,12.1,9.1,1.7,2.4,10.7,28.1,4.7,2.7,7.4,0.264,6.4,2.9,9.4,1
9,Washington,82,48.6,42.1,90.1,0.468,11.3,33.3,0.341,18.4,23.9,0.768,14.1,20.7,9.7,32.7,42.4,26.3,8.3,4.6,114.0,0.5670000000000001,0.531,157.7,21.3,74.1,47.3,62.3,12.3,8.1,8.0,1.3,71.1,111.1,113.9,-2.8,8417.5,101.4,cam-reddish,4.3,12.0,0.35600000000000004,1.8,4.6,0.394,2.5,7.4,0.333,2.4,3.2,0.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4,13.5,13.6,0.499,0.459,0.618,0.264,2.0,10.7,6.5,10.7,2.9,1.9,16.5,25.3,0.8,2.2,3.0,0.113,1.3,3.2,4.5,0
9,Washington,82,48.6,42.1,90.1,0.468,11.3,33.3,0.341,18.4,23.9,0.768,14.1,20.7,9.7,32.7,42.4,26.3,8.3,4.6,114.0,0.5670000000000001,0.531,157.7,21.3,74.1,47.3,62.3,12.3,8.1,8.0,1.3,71.1,111.1,113.9,-2.8,8417.5,101.4,cameron-johnson,5.9,11.6,0.506,3.2,5.8,0.556,2.7,5.8,0.457,2.5,3.1,0.818,1.8,3.9,5.8,2.4,1.2,0.3,1.5,1.5,16.9,24.9,0.648,0.621,0.504,0.264,6.5,13.3,10.0,13.8,2.1,1.1,10.3,21.8,4.3,1.9,6.2,0.22899999999999998,9.4,3.5,12.9,0
9,Washington,82,48.6,42.1,90.1,0.468,11.3,33.3,0.341,18.4,23.9,0.768,14.1,20.7,9.7,32.7,42.4,26.3,8.3,4.6,114.0,0.5670000000000001,0.531,157.7,21.3,74.1,47.3,62.3,12.3,8.1,8.0,1.3,71.1,111.1,113.9,-2.8,8417.5,101.4,tyler-herro,5.0,10.9,0.462,3.4,6.3,0.5379999999999999,1.6,4.6,0.355,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14.0,19.4,0.58,0.536,0.419,0.231,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,3.3,2.1,5.4,0.181,5.1,3.8,8.9,0
9,Washington,82,48.6,42.1,90.1,0.468,11.3,33.3,0.341,18.4,23.9,0.768,14.1,20.7,9.7,32.7,42.4,26.3,8.3,4.6,114.0,0.5670000000000001,0.531,157.7,21.3,74.1,47.3,62.3,12.3,8.1,8.0,1.3,71.1,111.1,113.9,-2.8,8417.5,101.4,romeo-langford,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,1.4,4.0,5.4,2.3,0.8,0.8,2.1,1.9,16.5,19.9,0.542,0.491,0.316,0.491,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,2.4,1.6,4.0,0.14800000000000002,4.6,1.9,6.5,0
9,Washington,82,48.6,42.1,90.1,0.468,11.3,33.3,0.341,18.4,23.9,0.768,14.1,20.7,9.7,32.7,42.4,26.3,8.3,4.6,114.0,0.5670000000000001,0.531,157.7,21.3,74.1,47.3,62.3,12.3,8.1,8.0,1.3,71.1,111.1,113.9,-2.8,8417.5,101.4,nickeil-alexander-walker,5.6,11.8,0.474,3.9,7.2,0.537,1.7,4.6,0.374,3.3,4.2,0.778,0.5,3.6,4.1,4.0,1.9,0.5,2.9,2.3,16.2,21.9,0.586,0.546,0.387,0.359,1.8,13.0,7.6,24.6,3.4,2.3,17.1,26.5,3.1,2.5,5.5,0.189,4.8,4.2,8.9,0
11,Atlanta,82,48.4,41.4,91.8,0.451,13.0,37.0,0.35200000000000004,17.6,23.4,0.752,17.0,23.6,11.6,34.5,46.1,25.8,8.2,5.1,113.3,0.555,0.522,155.5,24.7,76.4,50.0,62.4,14.3,7.9,9.1,1.2,69.1,108.2,113.9,-5.7,8593.4,103.9,deandre-hunter,5.4,10.4,0.52,4.2,7.6,0.55,1.2,2.8,0.43799999999999994,3.2,4.1,0.7829999999999999,1.4,3.7,5.1,2.0,0.6,0.6,1.4,2.0,15.2,24.3,0.618,0.579,0.266,0.39799999999999996,5.6,13.4,9.8,13.0,1.2,2.4,10.0,24.1,4.8,2.6,7.3,0.237,7.4,3.4,10.8,1
11,Atlanta,82,48.4,41.4,91.8,0.451,13.0,37.0,0.35200000000000004,17.6,23.4,0.752,17.0,23.6,11.6,34.5,46.1,25.8,8.2,5.1,113.3,0.555,0.522,155.5,24.7,76.4,50.0,62.4,14.3,7.9,9.1,1.2,69.1,108.2,113.9,-5.7,8593.4,103.9,darius-garland,5.8,10.8,0.537,3.6,6.2,0.581,2.2,4.6,0.478,2.4,3.2,0.75,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,23.6,0.657,0.639,0.426,0.29600000000000004,1.6,13.7,7.7,25.7,1.7,1.5,19.6,27.9,0.4,0.1,0.5,0.14800000000000002,3.8,1.1,4.9,0
11,Atlanta,82,48.4,41.4,91.8,0.451,13.0,37.0,0.35200000000000004,17.6,23.4,0.752,17.0,23.6,11.6,34.5,46.1,25.8,8.2,5.1,113.3,0.555,0.522,155.5,24.7,76.4,50.0,62.4,14.3,7.9,9.1,1.2,69.1,108.2,113.9,-5.7,8593.4,103.9,jarrett-culver,6.7,14.5,0.461,5.4,10.3,0.526,1.3,4.2,0.304,3.9,5.5,0.7070000000000001,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9,18.5,25.1,0.542,0.505,0.292,0.377,5.6,17.3,11.8,26.1,2.7,2.2,13.7,32.2,3.3,3.5,6.8,0.222,6.9,4.8,11.6,0
11,Atlanta,82,48.4,41.4,91.8,0.451,13.0,37.0,0.35200000000000004,17.6,23.4,0.752,17.0,23.6,11.6,34.5,46.1,25.8,8.2,5.1,113.3,0.555,0.522,155.5,24.7,76.4,50.0,62.4,14.3,7.9,9.1,1.2,69.1,108.2,113.9,-5.7,8593.4,103.9,coby-white,5.4,12.7,0.423,3.0,6.1,0.5,2.3,6.6,0.353,3.0,3.7,0.8,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,19.2,0.556,0.516,0.523,0.293,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,2.4,1.7,4.1,0.165,5.2,2.8,8.0,0
11,Atlanta,82,48.4,41.4,91.8,0.451,13.0,37.0,0.35200000000000004,17.6,23.4,0.752,17.0,23.6,11.6,34.5,46.1,25.8,8.2,5.1,113.3,0.555,0.522,155.5,24.7,76.4,50.0,62.4,14.3,7.9,9.1,1.2,69.1,108.2,113.9,-5.7,8593.4,103.9,jaxson-hayes,3.8,5.3,0.728,3.8,5.3,0.728,0.0,0.0,0.0,2.3,3.1,0.74,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,27.0,0.7390000000000001,0.728,0.0,0.5920000000000001,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,2.8,1.5,4.3,0.23,4.6,5.5,10.1,0
11,Atlanta,82,48.4,41.4,91.8,0.451,13.0,37.0,0.35200000000000004,17.6,23.4,0.752,17.0,23.6,11.6,34.5,46.1,25.8,8.2,5.1,113.3,0.555,0.522,155.5,24.7,76.4,50.0,62.4,14.3,7.9,9.1,1.2,69.1,108.2,113.9,-5.7,8593.4,103.9,rui-hachimura,7.4,12.6,0.591,7.0,11.6,0.606,0.4,1.0,0.417,4.4,6.0,0.7390000000000001,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0,19.7,28.6,0.639,0.608,0.077,0.477,5.9,16.9,12.1,9.1,1.7,2.4,10.7,28.1,4.7,2.7,7.4,0.264,6.4,2.9,9.4,0
11,Atlanta,82,48.4,41.4,91.8,0.451,13.0,37.0,0.35200000000000004,17.6,23.4,0.752,17.0,23.6,11.6,34.5,46.1,25.8,8.2,5.1,113.3,0.555,0.522,155.5,24.7,76.4,50.0,62.4,14.3,7.9,9.1,1.2,69.1,108.2,113.9,-5.7,8593.4,103.9,cam-reddish,4.3,12.0,0.35600000000000004,1.8,4.6,0.394,2.5,7.4,0.333,2.4,3.2,0.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4,13.5,13.6,0.499,0.459,0.618,0.264,2.0,10.7,6.5,10.7,2.9,1.9,16.5,25.3,0.8,2.2,3.0,0.113,1.3,3.2,4.5,1
11,Atlanta,82,48.4,41.4,91.8,0.451,13.0,37.0,0.35200000000000004,17.6,23.4,0.752,17.0,23.6,11.6,34.5,46.1,25.8,8.2,5.1,113.3,0.555,0.522,155.5,24.7,76.4,50.0,62.4,14.3,7.9,9.1,1.2,69.1,108.2,113.9,-5.7,8593.4,103.9,cameron-johnson,5.9,11.6,0.506,3.2,5.8,0.556,2.7,5.8,0.457,2.5,3.1,0.818,1.8,3.9,5.8,2.4,1.2,0.3,1.5,1.5,16.9,24.9,0.648,0.621,0.504,0.264,6.5,13.3,10.0,13.8,2.1,1.1,10.3,21.8,4.3,1.9,6.2,0.22899999999999998,9.4,3.5,12.9,0
11,Atlanta,82,48.4,41.4,91.8,0.451,13.0,37.0,0.35200000000000004,17.6,23.4,0.752,17.0,23.6,11.6,34.5,46.1,25.8,8.2,5.1,113.3,0.555,0.522,155.5,24.7,76.4,50.0,62.4,14.3,7.9,9.1,1.2,69.1,108.2,113.9,-5.7,8593.4,103.9,tyler-herro,5.0,10.9,0.462,3.4,6.3,0.5379999999999999,1.6,4.6,0.355,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14.0,19.4,0.58,0.536,0.419,0.231,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,3.3,2.1,5.4,0.181,5.1,3.8,8.9,0
11,Atlanta,82,48.4,41.4,91.8,0.451,13.0,37.0,0.35200000000000004,17.6,23.4,0.752,17.0,23.6,11.6,34.5,46.1,25.8,8.2,5.1,113.3,0.555,0.522,155.5,24.7,76.4,50.0,62.4,14.3,7.9,9.1,1.2,69.1,108.2,113.9,-5.7,8593.4,103.9,romeo-langford,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,1.4,4.0,5.4,2.3,0.8,0.8,2.1,1.9,16.5,19.9,0.542,0.491,0.316,0.491,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,2.4,1.6,4.0,0.14800000000000002,4.6,1.9,6.5,0
12,Minnesota,82,48.4,41.6,91.3,0.456,10.1,28.7,0.35100000000000003,19.1,24.3,0.787,13.1,20.3,11.3,33.5,44.8,24.6,8.3,5.0,112.5,0.552,0.511,159.4,24.6,74.9,49.5,59.1,11.4,8.3,8.9,1.2,71.1,111.4,112.9,-1.5,8275.7,100.2,jarrett-culver,6.7,14.5,0.461,5.4,10.3,0.526,1.3,4.2,0.304,3.9,5.5,0.7070000000000001,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9,18.5,25.1,0.542,0.505,0.292,0.377,5.6,17.3,11.8,26.1,2.7,2.2,13.7,32.2,3.3,3.5,6.8,0.222,6.9,4.8,11.6,1
12,Minnesota,82,48.4,41.6,91.3,0.456,10.1,28.7,0.35100000000000003,19.1,24.3,0.787,13.1,20.3,11.3,33.5,44.8,24.6,8.3,5.0,112.5,0.552,0.511,159.4,24.6,74.9,49.5,59.1,11.4,8.3,8.9,1.2,71.1,111.4,112.9,-1.5,8275.7,100.2,coby-white,5.4,12.7,0.423,3.0,6.1,0.5,2.3,6.6,0.353,3.0,3.7,0.8,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,19.2,0.556,0.516,0.523,0.293,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,2.4,1.7,4.1,0.165,5.2,2.8,8.0,0
12,Minnesota,82,48.4,41.6,91.3,0.456,10.1,28.7,0.35100000000000003,19.1,24.3,0.787,13.1,20.3,11.3,33.5,44.8,24.6,8.3,5.0,112.5,0.552,0.511,159.4,24.6,74.9,49.5,59.1,11.4,8.3,8.9,1.2,71.1,111.4,112.9,-1.5,8275.7,100.2,jaxson-hayes,3.8,5.3,0.728,3.8,5.3,0.728,0.0,0.0,0.0,2.3,3.1,0.74,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,27.0,0.7390000000000001,0.728,0.0,0.5920000000000001,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,2.8,1.5,4.3,0.23,4.6,5.5,10.1,0
12,Minnesota,82,48.4,41.6,91.3,0.456,10.1,28.7,0.35100000000000003,19.1,24.3,0.787,13.1,20.3,11.3,33.5,44.8,24.6,8.3,5.0,112.5,0.552,0.511,159.4,24.6,74.9,49.5,59.1,11.4,8.3,8.9,1.2,71.1,111.4,112.9,-1.5,8275.7,100.2,rui-hachimura,7.4,12.6,0.591,7.0,11.6,0.606,0.4,1.0,0.417,4.4,6.0,0.7390000000000001,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0,19.7,28.6,0.639,0.608,0.077,0.477,5.9,16.9,12.1,9.1,1.7,2.4,10.7,28.1,4.7,2.7,7.4,0.264,6.4,2.9,9.4,0
12,Minnesota,82,48.4,41.6,91.3,0.456,10.1,28.7,0.35100000000000003,19.1,24.3,0.787,13.1,20.3,11.3,33.5,44.8,24.6,8.3,5.0,112.5,0.552,0.511,159.4,24.6,74.9,49.5,59.1,11.4,8.3,8.9,1.2,71.1,111.4,112.9,-1.5,8275.7,100.2,cam-reddish,4.3,12.0,0.35600000000000004,1.8,4.6,0.394,2.5,7.4,0.333,2.4,3.2,0.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4,13.5,13.6,0.499,0.459,0.618,0.264,2.0,10.7,6.5,10.7,2.9,1.9,16.5,25.3,0.8,2.2,3.0,0.113,1.3,3.2,4.5,0
12,Minnesota,82,48.4,41.6,91.3,0.456,10.1,28.7,0.35100000000000003,19.1,24.3,0.787,13.1,20.3,11.3,33.5,44.8,24.6,8.3,5.0,112.5,0.552,0.511,159.4,24.6,74.9,49.5,59.1,11.4,8.3,8.9,1.2,71.1,111.4,112.9,-1.5,8275.7,100.2,cameron-johnson,5.9,11.6,0.506,3.2,5.8,0.556,2.7,5.8,0.457,2.5,3.1,0.818,1.8,3.9,5.8,2.4,1.2,0.3,1.5,1.5,16.9,24.9,0.648,0.621,0.504,0.264,6.5,13.3,10.0,13.8,2.1,1.1,10.3,21.8,4.3,1.9,6.2,0.22899999999999998,9.4,3.5,12.9,0
12,Minnesota,82,48.4,41.6,91.3,0.456,10.1,28.7,0.35100000000000003,19.1,24.3,0.787,13.1,20.3,11.3,33.5,44.8,24.6,8.3,5.0,112.5,0.552,0.511,159.4,24.6,74.9,49.5,59.1,11.4,8.3,8.9,1.2,71.1,111.4,112.9,-1.5,8275.7,100.2,tyler-herro,5.0,10.9,0.462,3.4,6.3,0.5379999999999999,1.6,4.6,0.355,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14.0,19.4,0.58,0.536,0.419,0.231,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,3.3,2.1,5.4,0.181,5.1,3.8,8.9,0
12,Minnesota,82,48.4,41.6,91.3,0.456,10.1,28.7,0.35100000000000003,19.1,24.3,0.787,13.1,20.3,11.3,33.5,44.8,24.6,8.3,5.0,112.5,0.552,0.511,159.4,24.6,74.9,49.5,59.1,11.4,8.3,8.9,1.2,71.1,111.4,112.9,-1.5,8275.7,100.2,romeo-langford,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,1.4,4.0,5.4,2.3,0.8,0.8,2.1,1.9,16.5,19.9,0.542,0.491,0.316,0.491,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,2.4,1.6,4.0,0.14800000000000002,4.6,1.9,6.5,0
12,Minnesota,82,48.4,41.6,91.3,0.456,10.1,28.7,0.35100000000000003,19.1,24.3,0.787,13.1,20.3,11.3,33.5,44.8,24.6,8.3,5.0,112.5,0.552,0.511,159.4,24.6,74.9,49.5,59.1,11.4,8.3,8.9,1.2,71.1,111.4,112.9,-1.5,8275.7,100.2,nickeil-alexander-walker,5.6,11.8,0.474,3.9,7.2,0.537,1.7,4.6,0.374,3.3,4.2,0.778,0.5,3.6,4.1,4.0,1.9,0.5,2.9,2.3,16.2,21.9,0.586,0.546,0.387,0.359,1.8,13.0,7.6,24.6,3.4,2.3,17.1,26.5,3.1,2.5,5.5,0.189,4.8,4.2,8.9,0
13,Boston,82,48.2,42.1,90.5,0.465,12.6,34.5,0.365,15.6,19.5,0.802,12.8,20.4,9.8,34.7,44.5,26.3,8.6,5.3,112.4,0.5670000000000001,0.534,163.2,21.6,77.0,49.3,62.4,11.5,8.6,9.7,1.2,74.8,112.2,107.8,4.4,8212.7,99.6,romeo-langford,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,1.4,4.0,5.4,2.3,0.8,0.8,2.1,1.9,16.5,19.9,0.542,0.491,0.316,0.491,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,2.4,1.6,4.0,0.14800000000000002,4.6,1.9,6.5,1
13,Boston,82,48.2,42.1,90.5,0.465,12.6,34.5,0.365,15.6,19.5,0.802,12.8,20.4,9.8,34.7,44.5,26.3,8.6,5.3,112.4,0.5670000000000001,0.534,163.2,21.6,77.0,49.3,62.4,11.5,8.6,9.7,1.2,74.8,112.2,107.8,4.4,8212.7,99.6,chuma-okeke,4.4,8.9,0.496,3.0,5.2,0.574,1.4,3.7,0.387,1.7,2.4,0.722,2.8,4.1,6.8,1.9,1.8,1.2,1.7,1.9,12.0,24.5,0.597,0.5770000000000001,0.419,0.265,10.7,16.8,13.7,12.5,3.6,5.5,14.7,20.0,3.3,2.3,5.5,0.2,7.0,4.1,11.1,0
13,Boston,82,48.2,42.1,90.5,0.465,12.6,34.5,0.365,15.6,19.5,0.802,12.8,20.4,9.8,34.7,44.5,26.3,8.6,5.3,112.4,0.5670000000000001,0.534,163.2,21.6,77.0,49.3,62.4,11.5,8.6,9.7,1.2,74.8,112.2,107.8,4.4,8212.7,99.6,nickeil-alexander-walker,5.6,11.8,0.474,3.9,7.2,0.537,1.7,4.6,0.374,3.3,4.2,0.778,0.5,3.6,4.1,4.0,1.9,0.5,2.9,2.3,16.2,21.9,0.586,0.546,0.387,0.359,1.8,13.0,7.6,24.6,3.4,2.3,17.1,26.5,3.1,2.5,5.5,0.189,4.8,4.2,8.9,0
22,Phoenix,82,48.5,40.1,87.4,0.459,9.6,29.3,0.329,17.6,22.7,0.779,15.6,23.6,9.1,31.3,40.4,23.9,9.0,5.1,107.5,0.552,0.514,156.7,20.5,72.5,46.1,59.5,13.8,8.8,8.8,1.2,63.2,105.9,115.1,-9.2,8326.8,100.5,cameron-johnson,5.9,11.6,0.506,3.2,5.8,0.556,2.7,5.8,0.457,2.5,3.1,0.818,1.8,3.9,5.8,2.4,1.2,0.3,1.5,1.5,16.9,24.9,0.648,0.621,0.504,0.264,6.5,13.3,10.0,13.8,2.1,1.1,10.3,21.8,4.3,1.9,6.2,0.22899999999999998,9.4,3.5,12.9,1
22,Phoenix,82,48.5,40.1,87.4,0.459,9.6,29.3,0.329,17.6,22.7,0.779,15.6,23.6,9.1,31.3,40.4,23.9,9.0,5.1,107.5,0.552,0.514,156.7,20.5,72.5,46.1,59.5,13.8,8.8,8.8,1.2,63.2,105.9,115.1,-9.2,8326.8,100.5,tyler-herro,5.0,10.9,0.462,3.4,6.3,0.5379999999999999,1.6,4.6,0.355,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14.0,19.4,0.58,0.536,0.419,0.231,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,3.3,2.1,5.4,0.181,5.1,3.8,8.9,0
